flt_no,flt_date,original_ab_price,original_bc_price,original_ac_price,original_ab_revenue,original_bc_revenue,original_ac_revenue,original_total_revenue,optimal_ab_price,optimal_bc_price,optimal_ac_price,predicted_ab_pax,predicted_bc_pax,predicted_ac_pax,allocated_ab_seats,allocated_bc_seats,allocated_ac_seats,expected_revenue,revenue_improvement,revenue_improvement_amount
itVHhPGrA/8=,2024-06-19,401.3014705882353,733.3806451612903,1175.551724137931,54577.0,113674.0,34091.0,202342.0,1422,1806,2108,123,123,21,161,161,28,441312,118.10202528392524,238970.0
0+S5LePVfNg=,2024-06-14,643.3858267716536,603.0252100840336,1226.071428571429,81710.0,71760.0,34330.0,187800.0,1894,1779,1928,158,149,0,180,180,0,564323,200.49148029818954,376523.0
Q5pvG5dn4gQ=,2024-06-28,891.2394366197183,551.4461538461538,1004.2258064516128,63278.0,35844.0,62262.0,161384.0,1559,1052,2015,100,120,39,113,113,39,353361,118.95664997769295,191977.0
oJrfqWQUHD8=,2024-06-11,328.47058823529414,609.3975903614457,613.2758620689655,27920.0,50580.0,35570.0,114070.0,678,1099,1542,73,65,37,108,108,54,177983,56.029630928377316,63913.0
YzzcWzC8GIs=,2024-06-09,225.0,150.0,351.9767441860465,4950.0,4500.0,15135.0,24585.0,732,684,892,42,11,28,53,53,36,63244,157.246288387228,38659.0
AngXc8cI8t8=,2024-06-24,545.0847457627119,1131.6194690265486,719.2,32160.0,127873.0,3596.0,163629.0,1042,1908,2160,99,103,15,143,143,21,332082,102.94813266596996,168453.0
JefOjGO3bY0=,2024-06-02,268.8235294117647,726.302752293578,1375.673076923077,22850.0,79167.0,71535.0,173552.0,990,1697,2102,113,70,23,143,143,29,279006,60.76219231123813,105454.0
Kz5ZMq1b97Y=,2024-06-24,447.8901098901099,699.6976744186046,1121.3333333333333,40758.0,30087.0,30276.0,101121.0,799,1462,1679,99,73,2,155,155,3,189185,87.08774636326777,88064.0
EB5Sx2MJDAg=,2024-06-12,972.1359223300972,502.9761904761905,1376.3225806451612,100130.0,42250.0,42666.0,185046.0,2320,1537,2419,110,104,0,172,172,0,415048,124.29449974600911,230002.0
O5driu3e3J4=,2024-06-22,419.56,685.5681818181819,580.0,52445.0,90495.0,8700.0,151640.0,860,1185,1460,131,118,59,118,118,56,323070,113.05064626747561,171430.0
fI03rQy/F0E=,2024-06-11,621.2037037037037,489.3478260869565,1043.5897435897436,67090.0,67530.0,40700.0,175320.0,1353,996,1983,111,109,39,133,133,47,336084,91.6974674880219,160764.0
Dfo7iq6Bc2I=,2024-06-30,898.8148148148148,770.4565217391304,1385.9375,121340.0,106323.0,44350.0,272013.0,1878,969,2365,133,145,2,191,191,3,395009,45.21695654251819,122996.0
SSQrYJM3d1g=,2024-06-23,675.452229299363,193.26618705035972,1099.8,106046.0,26864.0,5499.0,138409.0,1408,1138,2194,140,135,23,162,162,27,401212,189.87421338207776,262803.0
c7NcUWtu7N0=,2024-06-08,581.4285714285714,693.75,630.8849557522124,4070.0,5550.0,71290.0,80910.0,708,1080,1989,21,22,95,34,34,146,227583,181.27919911012236,146673.0
/um44pu8fVM=,2024-06-01,1932.4545454545455,314.8888888888889,2294.657894736842,63771.0,11336.0,174394.0,249501.0,3130,640,3481,47,25,72,63,63,96,413742,65.82779227337767,164241.0
Y/oELysUkvg=,2024-06-10,878.6463414634146,375.6280991735537,784.1777777777778,72049.0,45451.0,35288.0,152788.0,1654,610,1693,103,119,16,150,150,20,270040,76.74162892373747,117252.0
tZS6nOKdJAM=,2024-06-08,435.40983606557376,1194.8051948051948,1221.111111111111,53120.0,92000.0,21980.0,167100.0,921,2719,3263,112,105,0,144,144,0,388647,132.5834829443447,221547.0
0RUryhdqs5M=,2024-06-14,446.3478260869565,513.2142857142857,825.9677419354839,51330.0,57480.0,51210.0,160020.0,411,747,770,91,122,44,132,132,48,162415,1.4966879140107487,2395.0
KfRaMquDJiM=,2024-06-09,405.01869158878503,414.5698924731183,676.4705882352941,43337.0,38555.0,11500.0,93392.0,994,1326,1731,110,109,31,137,137,39,307535,229.29480041117012,214143.0
oGu6Fh708xs=,2024-06-09,370.0,554.0909090909091,1276.25,7400.0,24380.0,158255.0,190035.0,1207,1791,3000,47,100,49,117,117,57,382829,101.45183781934908,192794.0
OkprwmchMJI=,2024-06-25,774.5522388059702,129.0,435.6701030927835,51895.0,7611.0,42260.0,101766.0,1089,1154,1194,67,52,75,81,81,91,222521,118.65947369455417,120755.0
8WdZbIJIjcE=,2024-06-19,775.75,520.8791208791209,796.0,62060.0,47400.0,67660.0,177120.0,1579,1324,1625,89,63,82,97,97,89,357193,101.6672312556459,180073.0
4f+xe6d+88M=,2024-06-10,235.71428571428572,990.3448275862067,1621.75,9900.0,86160.0,25948.0,122008.0,642,2375,3142,60,95,2,131,131,3,270429,121.64858042095601,148421.0
DGrjgpD1Xx4=,2024-06-29,478.0652173913044,581.0106382978723,1010.9322033898304,43982.0,54615.0,59645.0,158242.0,1085,1330,1394,73,70,26,117,117,41,208549,31.791180596807422,50307.0
RVuG36fIVrg=,2024-06-01,150.0,533.421052631579,498.57142857142856,5850.0,20270.0,10470.0,36590.0,570,1088,1193,23,22,27,41,41,48,69257,89.27849139109047,32667.0
Fna+5UCuthk=,2024-06-06,407.75384615384615,375.968,572.8,53008.0,46996.0,5728.0,105732.0,948,1398,1603,102,114,0,152,152,0,256068,142.1859039836568,150336.0
LAQva9aJTZc=,2024-06-18,875.7575757575758,441.17021276595744,693.6111111111111,86700.0,41470.0,24970.0,153140.0,1651,1009,1886,100,108,53,105,105,53,371003,142.26394149144573,217863.0
T/6Wi47KSgk=,2024-06-07,1349.5035460992908,540.5546875,2132.0,190280.0,69191.0,2132.0,261603.0,1955,778,2346,96,111,22,132,132,26,325650,24.482517402323367,64047.0
MGhRGDWjWTA=,2024-06-06,349.5230769230769,516.4516129032259,719.2659574468086,22719.0,16010.0,67611.0,106340.0,1163,941,1933,60,36,86,69,69,98,269894,153.80289637013354,163554.0
L+bsg88lyF4=,2024-06-24,372.89473684210526,844.2372881355932,1098.8461538461538,42510.0,99620.0,57140.0,199270.0,990,1554,1995,102,100,50,117,117,57,356130,78.71731821147188,156860.0
6V0nsiI1nFM=,2024-06-16,465.71176470588233,1036.1381215469614,903.375,79171.0,187541.0,7227.0,273939.0,1673,1895,3488,123,128,24,168,168,32,532051,94.22243638182223,258112.0
q/HT5qZlz1U=,2024-06-24,1029.5,1097.672,1610.1818181818182,113245.0,137209.0,70848.0,321302.0,1370,1667,2437,100,83,37,128,128,48,365530,13.76524266889095,44228.0
aPwcT6ERlKk=,2024-06-06,578.3333333333334,419.44144144144144,674.8888888888889,62460.0,46558.0,30370.0,139388.0,1249,1124,1353,71,104,44,114,114,48,265107,90.19356042127012,125719.0
l95KKfZWlg8=,2024-06-08,729.9354838709677,468.4821428571428,1218.2857142857142,45256.0,26235.0,8528.0,80019.0,1164,1223,1263,59,64,9,78,78,11,158315,97.84676139416888,78296.0
p5JPvZF0hn8=,2024-06-05,343.22222222222223,786.7272727272727,488.8235294117647,9267.0,17308.0,33240.0,59815.0,982,1337,1747,55,46,72,68,68,90,241296,303.40382847111925,181481.0
R63fFvDkIsI=,2024-06-18,226.95,968.3389830508474,920.2363636363636,9078.0,114264.0,50613.0,173955.0,409,1370,1565,65,80,47,110,110,64,209740,20.57141214681958,35785.0
66989AnR6+I=,2024-06-24,767.8811881188119,715.0,470.188679245283,77556.0,58630.0,24920.0,161106.0,1279,1997,2869,102,89,29,123,123,35,391392,142.940672600648,230286.0
sqREsHZ3uaM=,2024-06-26,444.0,1051.741071428571,884.9433962264151,48396.0,117795.0,46902.0,213093.0,1271,1563,2365,106,113,29,140,140,36,379930,78.29304575936328,166837.0
10PJoepp5Dg=,2024-06-20,347.3018867924528,676.5826086956522,1058.342105263158,36814.0,77807.0,40217.0,154838.0,980,1248,1836,119,114,26,130,130,28,306628,98.03149097766698,151790.0
2Ak9P6oD/xk=,2024-06-01,300.0,404.53333333333336,615.6603773584906,3900.0,6068.0,32630.0,42598.0,785,755,1133,37,30,28,51,51,39,83419,95.82844264988967,40821.0
cZabAmK+rUU=,2024-06-01,738.5274725274726,481.11475409836066,713.8732394366198,67206.0,29348.0,50685.0,147239.0,1393,864,1544,107,118,45,127,127,49,320483,117.66176081065478,173244.0
AifV0IrOH7o=,2024-06-28,596.125,378.08988764044943,475.40983606557376,47690.0,33650.0,29000.0,110340.0,1052,905,1112,125,108,12,164,164,16,242584,119.85136849737177,132244.0
jZbmiuXyHK8=,2024-06-20,436.02941176470586,359.6967213114754,369.82978723404256,44475.0,43883.0,17382.0,105740.0,1171,876,1619,96,120,52,123,123,53,301724,185.34518630603367,195984.0
doNIn9osv7M=,2024-06-24,1074.9937888198758,404.875,705.0,173074.0,51824.0,9870.0,234768.0,1639,955,1721,103,123,57,126,126,58,384379,63.72716894977168,149611.0
2qDC6J1StAg=,2024-06-24,426.3858267716536,350.6015037593985,844.9333333333333,54151.0,46630.0,38022.0,138803.0,1008,980,1474,140,132,31,151,151,33,316174,127.78614295080078,177371.0
4geClPGeUek=,2024-06-27,534.3529411764706,463.6835443037975,802.2985074626865,45420.0,36631.0,53754.0,135805.0,933,890,1728,89,70,64,102,102,74,255929,88.4532970067376,120124.0
CVaVlwCPraM=,2024-06-25,784.4923076923077,773.8677685950413,1289.851851851852,101984.0,93638.0,34826.0,230448.0,1453,1635,1706,133,135,4,179,179,5,420798,82.59997917100604,190350.0
OACRB0wHzOw=,2024-06-01,439.76119402985074,512.3367346938776,783.8947368421053,29464.0,50209.0,29788.0,109461.0,881,2321,2790,112,117,7,155,155,9,389759,256.07111208558297,280298.0
NcooG2fmxOc=,2024-06-21,466.44642857142856,675.15,968.8,52242.0,94521.0,14532.0,161295.0,1189,1149,1521,110,132,16,155,155,19,306794,90.20676400384389,145499.0
yzTG27Pcy74=,2024-06-08,255.17985611510792,583.7697841726618,626.2790697674419,35470.0,81144.0,26930.0,143544.0,1166,1238,1458,129,124,39,141,141,43,360788,151.34314217243494,217244.0
PdMMoGhjEW0=,2024-06-26,510.2325581395349,382.2857142857143,750.0,65820.0,40140.0,15000.0,120960.0,887,618,1215,118,127,15,169,169,20,201377,66.4823082010582,80417.0
GbHnhfaLLVE=,2024-06-02,701.4090909090909,650.16,807.0824742268042,30862.0,32508.0,78287.0,141657.0,1241,1171,1663,72,61,81,80,80,90,295486,108.59258631765462,153829.0
/TwWiQK1thk=,2024-06-27,519.4594594594595,607.5555555555555,506.75,19220.0,10936.0,20270.0,50426.0,712,609,746,31,34,44,39,39,50,75602,49.92662515369056,25176.0
xYhTG67Zqao=,2024-06-14,364.0833333333333,509.1090909090909,767.6039603960396,17476.0,28001.0,77528.0,123005.0,677,1464,1756,49,65,57,84,84,74,228425,85.7038331775131,105420.0
RA459ABgEAs=,2024-06-05,441.6441717791411,379.25233644859816,,71988.0,40580.0,0.0,112568.0,1210,1171,1300,142,122,16,162,162,18,335482,198.02608201265014,222914.0
Ku+EC0jWYGc=,2024-06-05,423.09090909090907,487.3571428571428,877.0945945945946,41886.0,34115.0,64905.0,140906.0,995,1460,1835,112,90,37,132,132,44,310735,120.52645025761855,169829.0
cZurR6fBQYM=,2024-06-25,1094.375,756.4516129032259,764.5945945945946,17510.0,23450.0,113160.0,154120.0,1198,897,1359,58,50,74,79,79,101,214900,39.43680249156502,60780.0
HuP+dwo06f0=,2024-06-13,413.1578947368421,717.6923076923077,407.19424460431657,7850.0,18660.0,56600.0,83110.0,930,716,1540,49,66,115,57,57,115,263482,217.02803513415952,180372.0
rKH3c2egGEA=,2024-06-17,601.4895833333334,900.2162162162163,844.241935483871,57743.0,99924.0,52343.0,210010.0,1360,1549,1828,74,97,42,124,124,54,327669,56.025427360601874,117659.0
ZqEe3tO0MIg=,2024-06-30,681.7087378640776,1138.8857142857144,888.9090909090909,70216.0,79722.0,48890.0,198828.0,953,1463,1556,92,106,63,110,110,66,340782,71.3953769086849,141954.0
TKwErHNI0Z4=,2024-06-25,395.78985507246375,706.7521367521367,,54619.0,82690.0,0.0,137309.0,974,1386,2005,149,138,25,149,149,25,386519,181.49575046063987,249210.0
TbQ19OLrZis=,2024-06-10,462.1848739495798,540.1391304347826,669.375,55000.0,62116.0,10710.0,127826.0,990,787,1324,114,117,49,114,114,48,266130,108.19708040617715,138304.0
BRO4MAJMsWE=,2024-06-14,352.6694214876033,314.4950495049505,466.7058823529411,42673.0,31764.0,23802.0,98239.0,839,1063,1235,142,144,7,175,175,9,280855,185.88951434766236,182616.0
46GZYhn0Gns=,2024-06-08,471.9753086419753,334.87116564417175,77.0,76460.0,54584.0,77.0,131121.0,1390,954,1556,151,141,16,159,159,17,369300,181.6482485643032,238179.0
nIag868Bu9A=,2024-06-02,135.07142857142858,199.72222222222223,216.0,1891.0,3595.0,3240.0,8726.0,276,191,295,21,29,7,72,72,18,13400,53.564061425624566,4674.0
qkWUQVDcHzs=,2024-06-16,417.64150943396226,815.3611111111111,386.8909090909091,44270.0,88059.0,21279.0,153608.0,770,1066,1081,119,120,35,136,136,40,257385,67.55963231081714,103777.0
tyQkVVBxaOE=,2024-06-18,521.6296296296297,756.5974025974026,1046.5882352941176,56336.0,116516.0,17792.0,190644.0,1134,1731,2212,102,108,38,130,130,46,386672,102.82411195736556,196028.0
FOuF1Kv9bYk=,2024-06-12,619.5119047619048,303.4660194174757,542.2962962962963,52039.0,31257.0,29284.0,112580.0,1247,622,1369,120,105,50,114,114,50,275918,145.08616095221177,163338.0
6YLXLLq6bBQ=,2024-06-03,456.53333333333336,401.7350993377483,730.7857142857143,68480.0,60662.0,20462.0,149604.0,1341,1036,1905,114,128,5,177,177,7,295007,97.19192000213897,145403.0
vJwndm7E0J8=,2024-06-11,590.0,380.51666666666665,589.4107142857143,7080.0,22831.0,66014.0,95925.0,1155,752,1682,19,15,78,34,34,140,164421,71.40578577013291,68496.0
q2rnr1UgBkQ=,2024-06-21,400.7070707070707,394.0536912751678,775.609756097561,39670.0,58714.0,31800.0,130184.0,1078,1312,1511,102,134,32,167,167,40,334116,156.64905057457136,203932.0
4D2gbULhtGE=,2024-06-16,368.20512820512823,764.9222222222222,807.25,28720.0,68843.0,16145.0,113708.0,907,1648,1820,98,110,35,120,120,38,333866,193.61698385337883,220158.0
9qEk1n15r5k=,2024-06-10,1095.0833333333333,468.66326530612247,909.8518518518518,131410.0,45929.0,24566.0,201905.0,2315,944,2809,102,106,38,122,122,44,442936,119.3784205443154,241031.0
TrmniU3xD5g=,2024-06-05,712.1951219512196,410.6716417910447,525.4716981132076,29200.0,27515.0,27850.0,84565.0,1278,833,2598,89,75,21,131,131,31,230775,172.8965884231065,146210.0
7IBpjZ7PmFk=,2024-06-04,558.8125,581.7921348314607,1025.0,80469.0,103559.0,3075.0,187103.0,1470,2102,2106,153,169,0,184,184,0,580148,210.06878564213295,393045.0
7835DMxOI+U=,2024-06-20,283.07086614173227,744.3484848484849,884.9459459459459,35950.0,98254.0,32743.0,166947.0,779,1486,1743,113,107,32,132,132,37,302805,81.37792233463314,135858.0
JQtBia1REsk=,2024-06-23,641.8934426229508,423.231884057971,1037.3809523809523,78311.0,58406.0,21785.0,158502.0,1640,1263,2197,109,111,32,130,130,38,389257,145.5849137550315,230755.0
U3AUvosq/HI=,2024-06-16,533.7226890756302,653.2408759124088,1687.6923076923076,63513.0,89494.0,21940.0,174947.0,1395,1486,2076,109,110,19,140,140,24,354959,102.89516253493916,180012.0
SPn3Qu6ChAU=,2024-06-29,639.56,608.2608695652174,438.9189189189189,47967.0,41970.0,32480.0,122417.0,1232,965,1493,83,74,40,103,103,49,233386,90.64835766274292,110969.0
sqREsHZ3uaM=,2024-06-07,362.7089552238806,956.2017543859648,553.8333333333334,48603.0,109007.0,16615.0,174225.0,1271,1563,2365,96,91,30,134,134,42,335199,92.39431769263882,160974.0
Lmn2YV7rHNY=,2024-06-23,367.26851851851853,552.5742574257425,456.15384615384613,39665.0,55810.0,11860.0,107335.0,892,1051,1219,91,94,63,103,103,69,256763,139.21647179391624,149428.0
BYhGPMYXKLk=,2024-06-25,213.0,605.6148148148148,608.0,18318.0,81758.0,6688.0,106764.0,694,924,1096,128,134,21,147,147,23,235664,120.73358060769547,128900.0
M4P7XN+ISOI=,2024-06-27,509.5,456.40816326530614,571.0571428571428,26494.0,22364.0,19987.0,68845.0,1148,717,1429,38,48,12,72,72,18,95188,38.26421671871596,26343.0
2X5J2wlwn8U=,2024-06-07,406.46666666666664,680.5584415584416,941.8235294117648,36582.0,52403.0,48033.0,137018.0,934,1698,2004,110,88,21,138,138,26,294248,114.75134653841101,157230.0
xtRJBdk4C8M=,2024-06-19,975.0751445086704,1007.9927536231884,1310.6666666666667,168688.0,139103.0,3932.0,311723.0,1367,1929,2144,107,106,29,140,140,38,412919,32.46343708998053,101196.0
1Ye6urkOOX4=,2024-06-26,538.8947368421053,599.6,616.6623376623377,40956.0,56962.0,47483.0,145401.0,913,1083,1568,59,73,80,84,84,92,258366,77.6920378814451,112965.0
T5MnmYgZ9jo=,2024-06-30,343.0246913580247,729.8947368421053,580.438596491228,27785.0,83208.0,33085.0,144078.0,612,1179,1262,31,85,47,120,120,66,178501,23.89191965463152,34423.0
JQtBia1REsk=,2024-06-04,417.4895104895105,336.1388888888889,617.0,59701.0,48404.0,12340.0,120445.0,1640,1263,2197,104,113,4,162,162,6,322067,167.39756735439414,201622.0
yPY4y2d6kIE=,2024-06-19,470.46666666666664,291.9142857142857,892.4545454545455,28228.0,10217.0,29451.0,67896.0,1203,453,1368,73,38,49,81,81,55,172065,153.42435489572287,104169.0
Dgn51RICOrw=,2024-06-10,784.1111111111111,652.3,405.44,28228.0,26092.0,50680.0,105000.0,1109,866,1479,77,44,102,72,72,102,268810,156.0095238095238,163810.0
VHSUkwuU6IA=,2024-06-30,1143.0442477876106,304.0,1267.142857142857,129164.0,39520.0,8870.0,177554.0,1524,567,1817,112,113,17,153,153,23,265648,49.61532829449069,88094.0
Lb+41Z2MSoY=,2024-06-01,475.72151898734177,610.4302325581396,472.0,37582.0,52497.0,12272.0,102351.0,1000,1626,1743,89,91,31,91,91,31,290999,184.31475999257455,188648.0
CVaVlwCPraM=,2024-06-30,815.985401459854,939.4125874125874,1325.75,111790.0,134336.0,31818.0,277944.0,1453,1635,1706,133,147,9,173,173,11,448948,61.52462366519874,171004.0
NquF5n1tHIc=,2024-06-01,592.0642201834862,392.6630434782609,942.2727272727273,64535.0,36125.0,31095.0,131755.0,1781,1153,2392,95,104,30,123,123,35,360867,173.89245189935866,229112.0
IFfJH38AcPI=,2024-06-20,337.6041666666667,803.9512195121952,690.2521008403361,16205.0,32962.0,82140.0,131307.0,690,2010,2639,79,73,59,103,103,77,356941,171.83699269650515,225634.0
PTTWlvRpwqo=,2024-06-15,579.7769784172662,461.2608695652174,,80589.0,63654.0,0.0,144243.0,1206,948,1343,117,121,44,117,117,27,288279,99.85649216946403,144036.0
SbbQwciXDL8=,2024-06-09,542.6831683168317,909.29203539823,1628.5365853658536,54811.0,102750.0,66770.0,224331.0,1527,1667,2626,99,89,45,109,109,49,417706,86.20074800183657,193375.0
P6p42wyZFEI=,2024-06-04,472.2340425531915,728.7096774193549,1437.6470588235295,44390.0,67770.0,48880.0,161040.0,1447,2034,2049,69,78,8,120,120,12,274887,70.69485842026826,113847.0
6YLXLLq6bBQ=,2024-06-18,477.65625,400.9189189189189,895.3076923076923,45855.0,59336.0,11639.0,116830.0,1341,1036,1905,102,114,14,146,146,18,281556,140.9963194385004,164726.0
DGrjgpD1Xx4=,2024-06-05,470.09,640.3838383838383,665.18,47009.0,63398.0,33259.0,143666.0,1085,1330,2078,61,79,26,119,119,39,225283,56.810240418749046,81617.0
+uRERsoyzfc=,2024-06-19,931.0689655172414,346.9130434782609,711.858407079646,54002.0,15958.0,80440.0,150400.0,2152,710,2698,75,69,54,105,105,75,356082,136.75664893617022,205682.0
BM5irhbbnl8=,2024-06-26,836.5753424657535,392.8301886792453,985.2708333333334,61070.0,20820.0,94586.0,176476.0,1325,1022,1915,89,65,59,105,105,69,297340,68.48749971667536,120864.0
pvIhjTs/B8s=,2024-06-27,443.78333333333336,523.0615384615385,652.9454545454546,26627.0,33999.0,35912.0,96538.0,999,1046,1394,36,66,42,97,97,61,163548,69.41308085935071,67010.0
B9UfMf0Wgdg=,2024-06-04,420.0,442.1428571428572,792.0,2940.0,6190.0,3960.0,13090.0,950,839,1325,42,38,17,63,63,26,94307,620.4507257448433,81217.0
UpM9W/hwMCc=,2024-06-23,456.4504504504504,906.4067796610168,707.2558139534884,50666.0,53478.0,30412.0,134556.0,798,1744,2017,76,83,10,154,154,18,225570,67.64023900829395,91014.0
TPlgmKAtg+M=,2024-06-14,549.0,543.6567164179105,1057.0416666666667,46116.0,36425.0,25369.0,107910.0,1469,1543,1896,69,45,18,97,97,25,204924,89.90269669168752,97014.0
v0eVj1A/1i4=,2024-06-27,1864.258064516129,167.0,2414.3571428571427,115584.0,2338.0,33801.0,151723.0,2104,579,2457,82,17,23,124,124,35,238882,57.44613539146998,87159.0
CMtyvx0wfns=,2024-06-03,442.7692307692308,396.7058823529411,543.974025974026,28780.0,26976.0,41886.0,97642.0,1108,609,1821,62,60,75,79,79,95,241811,147.65060117572358,144169.0
Tycb04RiX7o=,2024-06-22,361.48936170212767,606.325,526.9662921348314,16990.0,48506.0,46900.0,112396.0,824,1096,1313,83,93,65,106,106,74,255665,127.46805936154311,143269.0
tamJuezLfhs=,2024-06-12,556.046511627907,396.4,545.8823529411765,47820.0,29730.0,46400.0,123950.0,1128,765,1650,68,54,77,82,82,92,245064,97.71198063735376,121114.0
7q5PtKSZTG0=,2024-06-27,716.6666666666666,643.5873015873016,1493.0,55900.0,40546.0,44790.0,141236.0,1505,1513,1530,78,78,16,106,106,22,259884,84.0069104194398,118648.0
S536cBAfows=,2024-06-18,601.25,583.3614457831326,681.1486486486486,55315.0,48419.0,50405.0,154139.0,2061,1114,2456,99,108,19,150,150,26,371015,140.70157455283868,216876.0
JN0v7czasss=,2024-06-22,683.4020618556701,799.6,969.493670886076,66290.0,79960.0,76590.0,222840.0,1153,1756,2043,98,104,22,157,157,33,340564,52.82893555914557,117724.0
SAHoEfJjiXg=,2024-06-18,578.7291666666666,433.4965986394558,1195.0,83337.0,63724.0,15535.0,162596.0,1414,1088,1992,143,128,31,133,133,31,389078,139.2912494772319,226482.0
xhDnkLBxlLM=,2024-06-13,348.8712871287129,646.8318584070796,343.2631578947368,35236.0,73092.0,13044.0,121372.0,834,1133,1502,133,129,56,129,129,29,297301,144.9502356391919,175929.0
0LDBjk/j0UQ=,2024-06-25,386.4,739.6486486486486,424.2857142857143,34776.0,27367.0,20790.0,82933.0,1219,1722,1725,111,65,26,143,143,33,292089,252.1987628567639,209156.0
QZaS9usybzs=,2024-06-14,199.23684210526315,1013.4904458598726,454.5,7571.0,159118.0,7272.0,173961.0,772,1681,1706,62,92,31,132,132,44,255402,46.815665580216255,81441.0
Eq5x2tN2yHg=,2024-06-08,1105.076923076923,619.6349206349206,1734.642857142857,143660.0,39037.0,72855.0,255552.0,2876,1657,3449,126,91,18,154,154,22,575245,125.09900137741047,319693.0
BipTTaaq0Gs=,2024-06-07,571.0560747663551,873.3979591836735,920.4406779661016,61103.0,85593.0,54306.0,201002.0,1064,1761,2025,86,103,10,155,155,15,293137,45.83785235967801,92135.0
+ys6+h4hgjU=,2024-06-28,565.9,482.56934306569343,700.3333333333334,62249.0,66112.0,31515.0,159876.0,1483,967,1547,139,157,26,162,162,27,398178,149.05426705696917,238302.0
NHpr1itytzo=,2024-06-14,601.9718309859155,430.72463768115944,549.5,42740.0,29720.0,10990.0,83450.0,1022,728,1508,96,65,51,118,118,62,222340,166.4349910125824,138890.0
L+bsg88lyF4=,2024-06-27,519.2682926829268,764.5121951219512,1022.027027027027,42580.0,62690.0,75630.0,180900.0,990,1554,1995,107,96,41,126,126,48,336909,86.24046434494196,156009.0
V2Kd0jtzB4k=,2024-06-18,1142.8275862068965,487.1980198019802,1320.5333333333333,99426.0,49207.0,99040.0,247673.0,2085,1043,3303,78,101,45,123,123,55,416608,68.20888833259984,168935.0
wTb1c5TFCm0=,2024-06-17,406.4873949579832,445.16806722689074,642.2448979591836,48372.0,52975.0,31470.0,132817.0,927,1069,1237,123,118,18,154,154,22,262429,97.58690529073839,129612.0
xwFTzKR4XRw=,2024-06-13,593.4782608695652,558.5294117647059,299.0,13650.0,28485.0,32890.0,75025.0,1199,1094,1399,51,58,82,71,71,101,239319,218.98567144285238,164294.0
CCr8U35+SsE=,2024-06-29,756.5436893203884,448.4492753623188,1504.1363636363635,77924.0,30943.0,33091.0,141958.0,1619,1088,1775,131,119,40,137,137,42,412561,190.62187407543075,270603.0
wTsUb6KX4Dw=,2024-06-29,365.3571428571428,1038.4594594594594,834.1470588235294,40920.0,38423.0,28361.0,107704.0,961,2105,2295,66,83,11,141,141,19,263386,144.54616355938498,155682.0
fQFzN7JC2WQ=,2024-06-25,535.6114649681529,275.1468531468532,820.0769230769231,84091.0,39346.0,21322.0,144759.0,1271,1081,1794,124,134,47,136,136,48,386776,167.18615077473592,242017.0
mCNMQj6irRM=,2024-06-25,836.697247706422,682.6909090909091,1252.879518072289,91200.0,75096.0,103989.0,270285.0,2698,1086,2798,102,86,0,198,198,0,368592,36.371607747377766,98307.0
6uvZqyzTc6I=,2024-06-03,337.55696202531647,484.56129032258065,645.0,53334.0,75107.0,12900.0,141341.0,2005,1346,2111,142,136,5,178,178,6,478321,238.41631232268062,336980.0
gJiIwUlZIpU=,2024-06-23,232.77142857142857,757.8345323741007,886.5714285714286,16294.0,105339.0,12412.0,134045.0,684,1541,1589,58,88,24,124,124,34,213416,59.21220485657801,79371.0
MlnT2vGJQWc=,2024-06-26,498.3783783783784,466.97222222222223,518.8157894736842,36880.0,33622.0,39430.0,109932.0,950,849,1331,86,98,24,122,122,30,196846,79.06160171742532,86914.0
Hqi33upwbA4=,2024-06-05,556.5686274509804,485.4421052631579,817.3,56770.0,46117.0,40865.0,143752.0,995,1626,1807,102,106,53,105,105,53,367991,155.99017752796482,224239.0
/TwWiQK1thk=,2024-06-07,377.8125,748.9,482.28333333333336,6045.0,14978.0,28937.0,49960.0,712,609,746,21,28,34,40,40,49,57368,14.827862289831867,7408.0
+QSSzNjXUT8=,2024-06-08,456.5131578947368,374.5168539325843,593.5806451612904,34695.0,33332.0,36802.0,104829.0,803,1298,1830,70,62,59,89,89,75,244656,133.38579973099047,139827.0
z4b7X7fs4wY=,2024-06-19,288.38461538461536,413.6111111111111,481.46666666666664,7498.0,14890.0,21666.0,44054.0,586,736,861,42,63,27,63,63,27,94227,113.88977164389158,50173.0
y/OGPFhGXcI=,2024-06-15,360.0,775.3125,519.7260273972603,5400.0,24810.0,75880.0,106090.0,897,1451,1860,28,21,100,39,39,141,241587,127.71891789989631,135497.0
NHpr1itytzo=,2024-06-12,620.1807228915662,415.2941176470589,904.2857142857144,51475.0,35300.0,44310.0,131085.0,1022,728,1508,92,64,54,113,113,67,222048,69.3923789907312,90963.0
eWOEmos/xzQ=,2024-06-10,668.5277777777778,670.1764705882352,886.7,48134.0,56965.0,35468.0,140567.0,1423,1288,1791,107,111,47,125,125,53,379406,169.91114557470814,238839.0
7UG6qrNQkpU=,2024-06-23,1362.5,382.5,282.0325203252033,32700.0,6120.0,34690.0,73510.0,854,489,1004,79,49,45,101,101,57,136607,85.83458032920691,63097.0
rKH3c2egGEA=,2024-06-16,554.7352941176471,1153.1975308641977,870.8888888888889,37722.0,93409.0,54866.0,185997.0,1360,1549,1828,85,116,41,117,117,41,370232,99.05267289257354,184235.0
